Name,Address,Mon,Tue,Wed,Thu,Fri,Sat,Sun
Shibu Ramen,"437 Ramsay Way, Kent, WA 98032","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Naya's Cafe,"20038 68th Ave S, Ste 108, Kent, WA 98032","['6:00 AM - 3:00 PM', '']","['6:00 AM - 3:00 PM', '']","['6:00 AM - 3:00 PM', '']","['6:00 AM - 3:00 PM', '']","['6:00 AM - 3:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']"
Wild Wheat,"202 1st Ave S, Kent, WA 98032","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']"
Green Valley Restaurant & Hanapaa Poke,"21226 84th Ave S, Kent, WA 98032","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 7:00 PM', '']","['Closed', '']"
Mekenie Pampangga's Special,"16928 116th Ave SE, Renton, WA 98058","['Closed', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 6:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']"
Green Valley Restaurant & Hanapaa Poke,"21226 84th Ave S, Kent, WA 98032","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 7:00 PM', '']","['Closed', '']"
Indian Bistro,"23223 Pacific Hwy S, Kent, WA 98032","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']","['Closed', '']","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']","['11:00 AM - 2:30 PM, 4:00 PM - 11:00 PM', '']"
Sharps Roasthouse,"18427 International Blvd, Seattle, WA 98188","['11:30 AM - 12:00 AM (Next day)', '']","['11:30 AM - 12:00 AM (Next day)', '']","['11:30 AM - 12:00 AM (Next day)', '']","['11:30 AM - 12:00 AM (Next day)', '']","['11:30 AM - 12:30 AM (Next day)', '']","['1:00 PM - 12:30 AM (Next day)', '']","['1:00 PM - 12:00 AM (Next day)', '']"
Olive Tree Mediterranean Restaurant,"12930 SE Kent Kangley Rd, Kent, WA 98030","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Spring Kitchen - Kent Station,"208 W Kent Station St, Ste 104, Kent, WA 98032","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Kingwuu,"18230 E Valley Hwy, Kent, WA 98032","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Poké Bar,"21110 84th Ave S, Unit 103, Kent, WA 98032","['11:00 AM - 6:30 PM', '']","['11:00 AM - 6:30 PM', '']","['11:00 AM - 6:30 PM', '']","['11:00 AM - 6:30 PM', '']","['11:00 AM - 6:30 PM', '']","['Closed', '']","['Closed', '']"
MyungIn Dumplings,"33310 Pacific Hwy S, Ste 408, Federal Way, WA 98003","['11:00 AM - 9:00 PM', '']","['Closed', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Exit 5 Korean BBQ,"911 N 10th Pl, Ste D, Renton, WA 98057","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']"
Miyabi Restaurant,"16820 Southcenter Pkwy, Tukwila, WA 98188","['11:15 AM - 2:00 PM, 4:30 PM - 9:00 PM', '']","['11:15 AM - 2:00 PM, 4:30 PM - 9:00 PM', '']","['11:15 AM - 2:00 PM, 4:30 PM - 9:00 PM', '']","['11:15 AM - 2:00 PM, 4:30 PM - 9:00 PM', '']","['11:15 AM - 2:00 PM, 4:30 PM - 9:30 PM', '']","['12:00 PM - 2:30 PM, 4:30 PM - 9:30 PM', '']","['4:30 PM - 8:30 PM', '']"
Water's Table,"1053 Lake Washington Blvd N, Renton, WA 98056","['11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['8:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']","['8:00 AM - 2:00 PM, 5:00 PM - 10:00 PM', '']"
UnderGround Kitchen,"1805 S 316th St, Ste 106, Federal Way, WA 98003","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']","['2:00 PM - 9:30 PM', '']"
Aloha Grill,"210 SW 43rd St, Renton, WA 98057","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['Closed', '']"
Theary Cambodian Foods,"14200 Tukwila International Blvd, Ste 141, Tukwila, WA 98168","['Closed', '']","['Closed', '']","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['Closed', '']"
Ting Tong Thai Cafe,"20910 108th Ave SE, Kent, WA 98031","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 10:00 PM', '']","['10:30 AM - 10:00 PM', '']","['11:30 AM - 9:00 PM', '']"
Tokyo-ya Ramen & Izakaya,"31507 Pacific Hwy S, Federal Way, WA 98003","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:30 PM', '']","['11:00 AM - 11:30 PM', '']","['11:00 AM - 11:00 PM', '']"
Salty Blue,"601 S 3rd St, Ste D, Renton, WA 98057","['Closed', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 7:00 PM', '']"
Firestarter Bar & Grill,"21008 108th Ave SE, Kent, WA 98031","['10:00 AM - 2:00 AM (Next day)', '']","['10:00 AM - 2:00 AM (Next day)', '']","['10:00 AM - 2:00 AM (Next day)', '']","['10:00 AM - 2:00 AM (Next day)', '']","['10:00 AM - 2:00 AM (Next day)', '']","['9:00 AM - 2:00 AM (Next day)', '']","['9:00 AM - 2:00 AM (Next day)', '']"
Ishtar Greek & Mediterranean Cuisine,"421 Central Ave S, Kent, WA 98032","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Feast and Foliage,"209 E Meeker St, Kent, WA 98032","['Closed', '']","['9:00 AM - 2:00 PM', '']","['9:00 AM - 2:00 PM', '']","['9:00 AM - 2:00 PM', '']","['9:00 AM - 2:00 PM', '']","['9:00 AM - 2:00 PM', '']","['Closed', '']"
Mary's Fine Foods,"23641 104th Ave SE, Kent, WA 98031","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 1:00 PM', '']"
El Senor Pollo De Kent,"501 Central Ave N, Kent, WA 98032","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']"
Melrose Grill,"819 Houser Way S, Renton, WA 98057","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Copperleaf Restaurant,"18525 36th Ave S, SeaTac, WA 98188","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']","['7:00 AM - 10:00 PM', '']"
Mama Stortini's Restaurant & Bar - Kent,"240 W Kent Station St, Ste 104, Kent, WA 98032","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 8:00 PM', '']"
Ohana Kitchen,"241 SW 152nd St, Burien, WA 98166","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['Closed', '']"
Aceituno's,"6621 S 211th St, Ste 103, Kent, WA 98032","['7:00 AM - 8:00 PM', '']","['7:00 AM - 8:00 PM', '']","['7:00 AM - 8:00 PM', '']","['7:00 AM - 8:00 PM', '']","['7:00 AM - 8:00 PM', '']","['11:00 AM - 7:00 PM', '']","['Closed', '']"
Tropical Hut Restaurant,"24602 36th Ave S, Kent, WA 98032","['Closed', '']","['Closed', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 6:30 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 6:00 PM', '']"
Peyrassol Cafe,"1083 Lake Washington Blvd N, Ste 30, Renton, WA 98056","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['Closed', '']"
Europa,"29030 216th Ave SE, Black Diamond, WA 98022","['1:00 PM - 7:00 PM', '']","['1:00 PM - 7:00 PM', '']","['1:00 PM - 7:00 PM', '']","['1:00 PM - 7:00 PM', '']","['1:00 PM - 8:00 PM', '']","['1:00 PM - 9:00 PM', '']","['Closed', '']"
Agave Cocina & Cantina,"504 Ramsay Way, Ste 107, Kent Station, Kent, WA 98032","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 10:00 PM', '']"
Sun Break Cafe,"22 A St SW, Auburn, WA 98001","['Closed', '']","['10:00 AM - 2:00 PM', '']","['10:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']","['7:00 AM - 12:00 PM', '']","['7:00 AM - 12:00 PM', '']"
The Brick Kitchen + Lounge,"1190 NE Sunset Blvd, Ste E, Renton, WA 98056","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['3:00 PM - 10:00 PM', '']","['12:00 PM - 11:00 PM', '']","['12:00 PM - 11:00 PM', '']","['12:00 PM - 10:00 PM', '']"
urban chops,"512 Auburn Way N, Auburn, WA 98002","['Closed', '']","['11:00 AM - 6:00 PM', '']","['11:00 AM - 6:00 PM', '']","['11:00 AM - 6:00 PM', '']","['11:00 AM - 6:00 PM', '']","['11:00 AM - 6:00 PM', '']","['Closed', '']"
Rafiki Restaurant & Lounge,"226 1st Ave S, Kent, WA 98032","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']"
Anthony's HomePort,"421 S 227th St, Des Moines, WA 98198","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']"
Rafiki Restaurant & Lounge,"226 1st Ave S, Kent, WA 98032","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']"
Moctezuma's Mexican Restaurant & Tequila Bar,"1150 Southcenter Mall, Tukwila, WA 98188","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Gyro Station,"512 Ramsay Way, Ste 106, Kent, WA 98032","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']"
13 Coins Restaurant,"18000 International Blvd, SeaTac, WA 98188","['6:00 AM - 11:00 PM', '']","['6:00 AM - 11:00 PM', '']","['6:00 AM - 11:00 PM', '']","['6:00 AM - 1:00 AM (Next day)', '']","['6:00 AM - 1:00 AM (Next day)', '']","['6:00 AM - 1:00 AM (Next day)', '']","['6:00 AM - 1:00 AM (Next day)', '']"
Alaskan Dumplings,"23852 SE Kent Kangley Rd, Maple Valley, WA 98038","['12:00 PM - 7:00 PM', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 7:00 PM', '']"
CreoleSoul,"22341 Marine View Dr S, Des Moines, WA 98198","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 11:30 PM', '']","['5:00 PM - 11:30 PM', '']","['5:00 PM - 10:00 PM', '']","['11:00 AM - 6:00 PM', '']"
Lucky House Chinese Restaurant,"317 E Smith St, Kent, WA 98030","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:00 PM', '']"
Pho T-Q,"20942 108th Ave SE, Kent, WA 98031","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']","['10:00 AM - 4:00 PM', '']"
Yeadahm Korean Soup House,"31218 Pacific Hwy S, Ste H, Federal Way, WA 98003","['10:00 AM - 3:00 PM, 5:00 PM - 8:30 PM', '']","['10:00 AM - 3:00 PM, 5:00 PM - 8:30 PM', '']","['Closed', '']","['10:00 AM - 3:00 PM', '']","['10:00 AM - 3:00 PM, 5:00 PM - 8:30 PM', '']","['10:00 AM - 3:00 PM, 5:00 PM - 8:30 PM', '']","['3:00 PM - 8:30 PM', '']"
Saimin Says,"269 SW 41st St, Renton, WA 98057","['10:00 AM - 5:00 PM', '']","['10:00 AM - 5:00 PM', '']","['10:00 AM - 5:00 PM', '']","['10:00 AM - 5:00 PM', '']","['10:00 AM - 5:00 PM', '']","['10:00 AM - 5:00 PM', '']","['Closed', '']"
Golden Steer Steak And Rib House,"23826 104th Ave SE, Kent, WA 98031","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']","['6:00 AM - 12:00 AM (Next day)', '']"
Ram Restaurant & Brewhouse,"512 Ramsay Way, Ste 4-103, Kent, WA 98032","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Birrieria Gourmet,"30640 Pacific Hwy S, Federal Way, WA 98003","['Closed', '']","['Closed', '']","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['11:00 AM - 8:00 PM', '']","['10:00 AM - 7:00 PM', '']"
Sushi Kuine Japanese Restaurant,"202 W Gowe St, Kent, WA 98032","['Closed', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']","['11:00 AM - 2:30 PM, 4:30 PM - 8:00 PM', '']"
Just Like Home Jamaican Kitchen,"9625 Renton Ave S, Seattle, WA 98118","['Closed', '']","['Closed', '']","['Closed', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['Closed', '']"
Eat Time,"14400 Ambaum Blvd SW, Burien, WA 98166","['11:00 AM - 9:00 PM', '']","['Closed', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Gor Gai Thai Street Food,"614 E Main St, Auburn, WA 98002","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['Closed', '']"
Aguacateros,"24020 104th Ave SE, Kent, WA 98031","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Sweet Notes Cafe,"12966 SE Kent-Kangley Rd, Kent, WA 98030","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']","['8:00 AM - 3:30 PM', '']"
"Chicago's Pizza With A Twist Kent, WA","23623 104th Ave SE, Kent, WA 98031","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 11:00 PM', '']"
Grazie Ristorante,"16943 Southcenter Pkwy, Tukwila, WA 98188","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:30 PM', '']","['4:00 PM - 9:30 PM', '']","['4:00 PM - 8:30 PM', '']"
El Piketon Restaurant & Lounge,"19611 84th Ave S, Kent, WA 98032","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 1:00 AM (Next day)', '']","['10:00 AM - 1:45 AM (Next day)', '']","['10:00 AM - 1:45 AM (Next day)', '']","['10:00 AM - 1:45 AM (Next day)', '']"
Belen Pupuseria,"1833 Auburn Way N, Auburn, WA 98002","['Closed', '']","['9:00 AM - 6:00 PM', '']","['Closed', '']","['9:00 AM - 6:00 PM', '']","['9:00 AM - 6:00 PM', '']","['10:00 AM - 6:00 PM', '']","['10:00 AM - 3:00 PM', '']"
Katsu Burger,"1706 S 320th St, Ste A, Federal Way, WA 98003","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 8:00 PM', '']"
Bob's Burgers,"20054 International Blvd, SeaTac, WA 98198","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']","['Closed', '']"
The Habit Burger Grill,"12900 SE Kent-Kangley Rd, Kent, WA 98030","['10:30 AM - 10:00 PM', '']","['10:30 AM - 10:00 PM', '']","['10:30 AM - 10:00 PM', '']","['10:30 AM - 10:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 10:00 PM', '']"
Dough Zone - Renton,"800 N 10th Pl, Ste A, Renton, WA 98057","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Banyan Tree,"504 Ramsay Way, Ste 105, Kent Station, Kent, WA 98032","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 8:00 PM', '']"
The BBQ Schacht,"19231 Des Moines Memorial Dr, SeaTac, WA 98148","['Closed', '']","['11:00 AM - 5:00 PM', '']","['11:00 AM - 5:00 PM', '']","['11:00 AM - 5:00 PM', '']","['11:00 AM - 5:00 PM', '']","['Closed', '']","['Closed', '']"
Vinason Pho & Grill,"6621 S 211th St, Kent, WA 98032","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['Closed', '']"
913 - The Place Next Door,"913 SW 152nd St, Burien, WA 98166","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Janpath Indian Cuisine,"23609 104th Ave Se, Ste 102, Kent, WA 98031","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['11:00 AM - 8:00 PM', '']"
The Greek House,"113 SW 153rd St, Burien, WA 98166","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['Closed', '']"
Trapper's Sushi - Kent Station,"321 Ramsay Way, Ste 103, Kent, WA 98032","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Pigfish Cafe,"921 SW 152nd St, Burien, WA 98166","['11:00 AM - 3:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['Closed', '']"
Dock and Drink,"1053 Lake Washington Blvd N, Renton, WA 98056","['3:00 PM - 9:30 PM', '']","['3:00 PM - 9:30 PM', '']","['3:00 PM - 9:30 PM', '']","['3:00 PM - 9:30 PM', '']","['12:00 PM - 9:30 PM', '']","['12:00 PM - 9:30 PM', '']","['12:00 PM - 9:30 PM', '']"
Ubuntu Street Café,"202 W Gowe St, Kent, WA 98032","['Closed', '']","['Closed', '']","['11:00 AM - 1:00 PM', '']","['11:00 AM - 1:00 PM', '']","['11:00 AM - 1:00 PM', '']","['Closed', '']","['Closed', '']"
Golden Dynasty,"126 Washington Ave N, Kent, WA 98032","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['12:00 PM - 8:30 PM', '']","['Closed', '']"
Gator's Sports Bar & Grill,"21609 84th Ave S, Kent, WA 98032","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']"
Cát Sang,"20512 108th Ave SE, Kent, WA 98031","['10:00 AM - 9:00 PM', '']","['Closed', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']"
